ID,Nest,1st egg laid,Year,Date collection,Date collection num,Egg number collected,Time collection,Temperature - time of collection,Accumulated rain until collection,Clutch number,Female,Prop Lauric (SFA),Prop Myristic acid (SFA),Prop 15_0 (SFA),Prop Palmitic acid (SFA),Prop 17_0 (SFA),Prop Stearic (SFA),Prop Total SFA,Prop 14_1 (MUFA),Prop Oleic acid (MUFA),Prop 16:1n-9 (MUFA),Prop Palmitoleic acid (MUFA),Prop cis-vaccenic acid (MUFA),Prop Gondoic acid (MUFA),Prop 20:1n-7 (MUFA),Prop Total MUFA,Prop alfa-linolenic acid (n-3 PUFA),Prop EPA (n-3 PUFA),Prop DPA (n-3 PUFA),Prop DHA (n-3 PUFA),Prop Total n-3 PUFA,Prop 16:02 (n-6 PUFA),Prop gamma-linolenic (n-6 PUFA),Prop Linoleic acid (n-6 PUFA),Prop pinoleic acid (n-6 PUFA),Prop Eicosadienoic acid (n-6 PUFA),Prop dihomo-gamma-linolenic acid (n-6 PUFA),Prop eicosatrienoic acid (n-6 PUFA),Prop Arachidonic acid (n-6 PUFA),Prop 22:4n-6 (n-6 PUFA),Prop 22:5n-6 (n-6 PUFA),Prop Total n-6 PUFA,Prop 18:2 (n-9 PUFA),Prop Total n-9 PUFA,Prop Ratio n6/n3,Temp 3 days before,Mean accumulated rain 3 days previous
26,206,21-Apr-15,2015,24-Apr-15,4.24,4,10:55:00 AM,15,0,1,C3K 6005,0.007984383,0.311151521,0.085728733,19.61878923,0.490884025,7.325550812,27.8400887,NA,39.34896566,1.578150029,1.245089016,1.397680253,0.048054541,1.605046442,45.22298594,2.096033856,0.305131932,1.438597576,0.379085583,4.218848947,0.040651151,0.136695181,19.37308204,0.000999471,0.265699587,0.351307316,0,2.257348375,0.23500543,NA,22.66078855,0.057287856,0.057287856,5.371320196,8.1,0
21,126,21-Apr-15,2015,24-Apr-15,4.24,4,9:42:00 AM,12,0,1,C3F 8926,0.011482298,0.37211333,0.068640652,18.74685059,0.45365189,7.875571033,27.52830979,NA,38.00672682,1.641630539,1.845899816,1.591532945,0.059899656,1.500713318,44.64640309,2.597498271,0.380562926,1.644973384,0.286342553,4.909377134,0.061601111,0.110076995,19.69266123,0.017617539,0.322661569,0.367780038,0,2.063735926,0.210641699,NA,22.84677611,0.069133868,0.069133868,4.653701576,8.1,0
17,204,19-Apr-15,2015,22-Apr-15,4.22,4,10:53:00 AM,9.5,0,1,C3K 7126,0.005429829,0.300376345,0.079544304,20.04157435,0.596131924,8.297363475,29.32042023,NA,38.84884317,1.305668335,1.314699156,1.493628844,0.044103209,1.758912538,44.76585525,2.196313569,0.219191795,1.558499405,0.275196288,4.249201057,0.031261136,0.078523604,18.43021016,0,0.46253447,0.300088292,0,2.065004248,0.245235613,NA,21.61285752,0.051665953,0.051665953,5.086334403,6.9,0
20,110,21-Apr-15,2015,24-Apr-15,4.24,4,9:04:00 AM,10.5,0,1,NA,0.007083708,0.312309369,0.079322301,18.42223596,0.495866559,8.014018465,27.33083636,NA,38.47502941,1.747774705,0.819990064,0.642718747,0.068487692,1.997740521,43.75174114,2.231417616,0.220786081,1.307937936,0.276067112,4.036208745,0.041754559,0.114840606,21.9122095,0,0.338608581,0.311039938,0,1.921675401,0.208521,NA,24.84864959,0.032564167,0.032564167,6.156433216,8.1,0
30,139,23-Apr-15,2015,26-Apr-15,4.26,4,12:29:00 PM,18,0,1,C3K 6015,0.011942582,0.457221071,0.114252322,21.03427364,0.606522874,7.429802748,29.65401524,NA,38.79253009,1.389179204,1.339834009,1.351282198,0.065612045,1.321930004,44.26036755,2.817527373,0.304238327,1.45846295,0.312644985,4.892873635,0.084038055,0.113225852,17.87142117,0.211827105,0.301389683,0.293470421,0.225967165,1.894847666,0.137664369,NA,21.13385149,0.058892094,0.058892094,4.319312752,7.92,0
33,117,23-Apr-15,2015,27-Apr-15,4.27,4,9:03:00 AM,14.5,2,1,NA,0.02767175,1.113630158,0.090207235,21.24268708,0.508262111,7.921581588,30.90403992,NA,38.39100659,1.452420504,1.640350806,1.155585617,0.0619375,1.253391817,43.95469283,2.018220152,0.211483359,1.432784909,0.271841815,3.934330235,0.040168377,0.143428367,17.82874871,0,0.247874284,0.43100109,0,2.206661975,0.26458109,NA,21.16246389,0.044473106,0.044473106,5.378924144,10.72,0
2,170,16-Apr-15,2015,19-Apr-15,4.19,4,11:10:00 AM,11,0,1,C3F 8937,NA,0.269424,0.054197,16.65767,0.423381,7.793382,#VALUE!,1.30E-02,41.17335,1.42963,1.013621,1.309277,1.666591,NA,4.66E+01,1.922843,0.281193,1.025653,0.16342,3.393109,NA,NA,22.13891,0,0.326394,0.289326,0,1.876109,NA,0.172644,24.803383,NA,NA,7.309928151,7.63,0
3,198,16-Apr-15,2015,19-Apr-15,4.19,4,11:03:00 AM,10.5,0,1,C3F 8941,NA,0.273884,2.51E-02,18.51085,0.374993,7.877022,#VALUE!,3.93E-03,41.90612,1.335956,1.091094,1.471611,1.378716,NA,4.72E+01,1.867984,0.197504,0.964038,0.345305,3.374831,NA,NA,19.95405,0,0.232726,0.230312,0,1.739017,NA,0.219748,22.375853,NA,NA,6.630214372,10.06,0
8,97,18-Apr-15,2015,21-Apr-15,4.21,4,9:50:00 AM,15,0,1,C3F 8936,NA,0.345033,7.47E-02,18.49966,0.516813,8.636401,#VALUE!,2.82E-02,40.45111,1.149525,1.24092,1.28244,1.506551,NA,4.57E+01,1.915193,0.359939,1.054295,0.196811,3.526238,NA,NA,20.03371,0,0.264953,0.289045,0,1.987098,NA,0.167657,22.742463,NA,NA,6.449497453,7.63,0
9,177,18-Apr-15,2015,21-Apr-15,4.21,4,10:58:00 AM,18,0,1,C3F 8939,NA,0.242235,6.95E-02,16.87376,0.357073,7.388192,#VALUE!,5.75E-03,43.03478,1.970088,0.645777,0.986897,1.84392,NA,4.85E+01,1.28344,0.158676,0.675088,0.168031,2.285235,NA,NA,22.17721,0,0.301094,0.280395,0,1.414508,NA,0.123604,24.296811,NA,NA,10.63208423,7.63,0
10,189,18-Apr-15,2015,21-Apr-15,4.21,4,11:04:00 AM,18,0,1,C3F 8940,NA,0.27769,4.61E-02,18.41133,0.438094,7.407281,#VALUE!,5.61E-03,42.13871,1.646985,1.073615,1.147674,1.613388,NA,4.76E+01,1.705449,0.209163,0.996482,0.472706,3.3838,NA,NA,19.88219,0,0.27477,0.256196,0,1.812524,NA,0.184014,22.409694,NA,NA,6.622641409,11.28,0
18,95,20-Apr-15,2015,23-Apr-15,4.23,4,8:33:00 AM,5.5,0,1,C3F 8942,NA,0.200732,5.37E-02,17.05619,0.440169,7.821493,#VALUE!,3.89E-03,42.66386,0.891784,0.734682,1.232654,2.076046,NA,4.76E+01,1.582726,0.145959,0.763006,0.165628,2.657319,NA,NA,21.67911,0,0.337016,0.27868,0,1.691509,NA,0.18117,24.167485,NA,NA,9.094687164,11.14,0
19,129,20-Apr-15,2015,23-Apr-15,4.23,4,9:40:00 AM,6,0,1,C3F 8938,NA,0.48536,7.26E-02,21.84514,0.590638,7.231947,#VALUE!,8.47E-02,39.37182,1.24342,2.142999,1.91441,0.810471,NA,4.56E+01,1.872578,0.515949,1.539551,0.286482,4.21456,NA,NA,17.34204,0,0.183763,0.238246,0,2.095309,NA,0.13261,19.991968,NA,NA,4.743548081,11.14,0
28,138,22-Apr-15,2015,25-Apr-15,4.25,4,10:02:00 AM,18.5,0,1,C3F 8909,NA,0.218941,6.80E-02,15.84623,0.421716,8.88777,#VALUE!,0,41.92596,1.71267,0.450001,1.345438,1.790268,NA,4.72E+01,0.867403,0.219726,0.96451,0.234012,2.285651,NA,NA,22.25341,0,0.27303,0.253735,0,2.096836,NA,0.170342,25.047353,NA,NA,10.95852035,9.58,0
32,136,24-Apr-15,2015,27-Apr-15,4.27,4,10:55:00 AM,18,2,1,C3F 8943,NA,0.679861,7.65E-02,19.21379,0.455643,7.375309,#VALUE!,0.037397,41.01545,1.737752,1.281054,1.260062,1.097102,NA,4.64E+01,2.457899,0.221433,0.905767,0.147258,3.732357,NA,NA,20.02777,0,0.282396,0.244533,0,1.361479,NA,0.121522,22.0377,NA,NA,5.904499489,12.4,0
34,163,25-Apr-15,2015,28-Apr-15,4.28,4,10:20:00 AM,7,NA,1,NA,NA,0.761673,5.73E-02,18.35174,0.429561,7.417362,#VALUE!,2.84E-02,40.20497,1.355547,0.871033,1.233278,1.784001,NA,4.55E+01,1.478789,0.223868,1.043934,0.271604,3.018195,NA,NA,21.59825,0,0.42571,0.25876,0,1.917596,NA,0.286667,24.486983,NA,NA,8.113121584,11.28,0
52,100,9-May-15,2015,12-May-15,5.12,4,9:13:00 AM,17.5,0,1,NA,NA,0.429133,0.108637,25.1865,0.641483,6.278214,#VALUE!,2.57E-02,39.00383,1.007146,2.453446,1.565013,0.273774,NA,4.43E+01,8.402481,0.438543,2.143782,0.174812,11.159618,NA,NA,10.33806,0,0.17314,0.151237,0,1.152665,NA,5.24E-02,1.19E+01,NA,NA,1.063432637,13.66,1.94
103,206,18-Apr-16,2016,27-Apr-16,4.27,4,11:14:00 AM,2.5,0.49,1,C3K 6504,0.014891694,0.693991456,0.06875675,26.50084518,0.219015789,8.777298196,36.27479907,NA,49.75610443,1.53876844,2.868740024,1.83624858,0.029393562,0.66917612,56.69843116,0.894310296,0.273694276,1.437814214,0.133851845,2.739670631,0.008558245,0.026201982,2.766499184,0.005014034,0.053074489,0.179433862,0.010205575,1.037817851,0.139610591,NA,4.226415813,0.06068333,0.06068333,1.542672964,2.26,1.7
105,137,24-Apr-16,2016,28-Apr-16,4.28,4,10:33:00 AM,5,0.56,1,C3K 6650,0.008654372,0.296482073,0.074194,15.60791161,0.517914113,8.690634792,25.19579096,NA,25.62137325,0.797648643,0.963005879,2.097387577,0.08497793,0.318057203,29.88245048,0.797628957,0.229998431,1.326229177,0.26878872,2.622645285,0.191149417,0.154600624,31.60294654,3.888816748,0.871318089,1.044762441,0.424048307,2.851615809,0.454331263,NA,41.48358924,0.815524037,0.815524037,15.8174609,2.01,5.72
118,134,28-May-16,2016,1-Jun-16,6.01,5,9:21:00 AM,13.5,0,2,C3F 8909,0.02223246,0.74253247,0.118586872,23.69222488,0.697438984,7.655130902,32.92814657,NA,33.59653455,0.955386968,2.305694273,2.05010714,0.049003391,0.292201733,39.24892806,2.914973957,0.332764375,2.131561268,0.231267888,5.610567488,0.066406303,0.098221112,17.46831352,0.991602864,0.352553816,0.369278086,0.111299766,2.301210753,0.270751601,NA,22.02963782,0.182720061,0.182720061,3.926454475,14.36,10.04
117,131,29-May-16,2016,1-Jun-16,6.01,4,9:17:00 AM,13.5,0,2,C3K 7143,0.050034276,1.263406533,0.099400564,20.18843872,0.71793703,8.605424486,30.92464161,NA,28.21006453,0.778351545,1.541996839,2.251926716,0.067290441,0.340346352,33.18997642,1.874899099,0.188110914,1.412571776,0.178575343,3.654157132,0.112507042,0.131373878,25.23029654,2.029293265,0.635238576,0.698299075,0.226030134,2.321114394,0.449151291,NA,31.8333042,0.39792064,0.39792064,8.71153129,14.36,10.04
116,124B,29-May-16,2016,1-Jun-16,6.01,4,9:12:00 AM,13.5,0,2,C3F 8044,0.023183971,0.995019828,0.106064841,22.07455256,0.64181983,8.166408586,32.00704962,NA,36.05010663,1.128683815,2.444986562,2.192478521,0.03810055,0.330003705,42.18435978,3.856154246,0.42029031,2.05211012,0.213027266,6.541581942,0.064870738,0.10162621,14.64593788,0.860517642,0.274331384,0.389433971,0.119295964,2.368002191,0.219843619,NA,19.0438596,0.223149061,0.223149061,2.911200955,14.36,10.04
119,103,31-May-16,2016,3-Jun-16,6.03,4,11:00:00 AM,13,15.77,2,NA,0.016637576,1.046638978,0.118569806,21.9958651,0.716064233,8.071350376,31.96512607,NA,28.21507228,0.710111898,2.01149843,2.114451435,0.070656446,0.41651965,33.53831014,3.694903899,0.26706867,1.699663246,0.274349479,5.935985294,0.098701523,0.1363866,21.78122295,2.000959184,0.643452695,0.782304146,0.247473325,2.203750362,0.318002025,NA,28.21225281,0.348325692,0.348325692,4.752749782,13.04,2.45
75,128,14-Apr-16,2016,17-Apr-16,4.17,4,9:44:00 AM,8.5,0,1,C3F 8945,0.008589771,0.312707461,0.098184909,15.78110778,0.664281324,8.942672915,25.80754416,NA,23.47180556,0.952671619,0.942201135,1.994830833,0.065055768,0.312754847,27.73931976,1.310043668,0.214562331,0.962596781,0.194340317,2.681543097,0.230943259,0.174905609,33.64001503,4.054672072,0.879941279,0.984750383,0.37850633,2.27841707,0.352910371,NA,42.9750614,0.796531579,0.796531579,16.02624304,9.4,2.57
95,201,19-Apr-16,2016,22-Apr-16,4.22,4,10:06:00 AM,19.5,0,2,NA,0.014699154,0.266982157,0.083106332,16.18871659,0.488941371,7.973923413,25.01636902,NA,26.82571155,1.099482071,0.869267261,1.96783584,0.066983397,0.381934111,31.21121423,0.926378301,0.239746866,1.016761206,0.191127598,2.374013971,0.187043013,0.140734656,32.70016747,3.355403526,0.802898936,0.773393709,0.323393378,2.08878413,0.305123521,NA,40.67694234,0.721460442,0.721460442,17.13424724,9.97,1.38
107,97,2-May-16,2016,5-May-16,5.05,4,10:07:00 AM,9,0,1,NA,0.011368881,0.403866564,0.0861934,19.03034818,0.51530187,8.509080908,28.5561598,NA,25.54770002,0.908027668,1.459834883,1.918523533,0.056597865,0.255286442,30.14597041,2.339524633,0.328031312,1.279339349,0.234486716,4.18138201,0.136282857,0.177130425,29.0668267,3.109230002,0.51173086,0.701944899,0.23575201,2.239174814,0.299001542,NA,36.47707411,0.639413664,0.639413664,8.723688489,8.95,3.46
122,136,2-Jun-16,2016,6-Jun-16,6.06,4,8:38:00 AM,14,8.69,2,C3K 6650,0.028473554,0.768387101,0.093526843,20.1957995,0.647022592,8.815532672,30.54874226,NA,29.26941372,0.781975649,1.755059137,1.938930114,0.060103172,0.398527591,34.20400938,3.24576776,0.287465772,1.988682045,0.314076617,5.835992194,0.088442186,0.134073014,22.28051124,2.076389615,0.680459014,0.732821354,0.253866537,2.45183415,0.317205708,NA,29.01560282,0.395653345,0.395653345,4.971837154,14.13,8.76
120,139,1-May-16,2016,5-Jun-16,6.05,4,1:09:00 PM,16.5,1.89,1,C3K 6671,0.016192904,0.47593791,0.129605249,22.92337263,0.679821304,6.103492842,30.32842284,NA,27.18148085,0.969325475,1.963549808,1.77450758,0.055656428,0.193873258,32.1383934,3.003282917,0.270901084,1.353411306,0.137487217,4.765082524,0.113651589,0.167014485,26.42495577,2.190777849,0.47955055,0.566153662,0.237575837,1.887533977,0.272748462,NA,32.33996218,0.42813906,0.42813906,6.78686298,13.77,8.48
121,205,3-May-16,2016,5-Jun-16,6.05,4,8:30:00 AM,14,0,1,C3K 6661,0.013574975,0.339504151,0.118734656,20.8570321,0.780114422,7.423742374,29.53270268,NA,29.87912868,1.029704848,1.209892341,1.468508199,0.057150396,0.427605752,34.07199022,2.509379022,0.228667981,1.480599744,0.107088989,4.325735736,0.096943777,0.132637392,25.55337802,2.127494983,0.594044683,0.712381923,0.205784331,1.830292415,0.351531627,NA,31.60448915,0.465082216,0.465082216,7.306153468,13.77,8.48
123,128,6-Jun-16,2016,10-Jun-16,6.1,5,9:10:00 AM,13.5,2.87,2,NA,0.0231388,0.708911725,0.102862294,20.39238043,0.707745006,8.880844026,30.81588228,NA,30.57227337,0.985601782,1.674083068,1.986338863,0.057709877,0.377902331,35.65390929,2.684501315,0.218412569,1.350005769,0.22828216,4.481201813,0.138817971,0.105745023,23.17398265,1.808869968,0.539301093,0.498339264,0.237039222,1.870710055,0.358258461,NA,28.73106371,0.317942913,0.317942913,6.411463912,15.23,11.38
109,116,3-May-16,2016,12-May-16,5.12,4,9:15:00 AM,12,0,2,C3K 6681,0.010399674,0.367585222,0.495520855,22.4045755,1.018103394,7.561182989,31.85736763,NA,35.59695215,0.969356063,1.459427384,1.513671203,0.040153937,0.42838985,40.00795059,4.903662792,0.315121967,2.02647972,0.118053106,7.363317585,0.030916378,0.100492022,18.28082554,0.056704786,0.405575671,0.25063858,0,1.413571728,0.173639648,NA,20.71236435,0.058999841,0.058999841,2.812911994,15.37,0
57,164,8-Apr-16,2016,11-Apr-16,4.11,4,10:52:00 AM,7.25,0,1,NA,0.005684317,0.342516472,0.076121003,15.61894347,0.474432418,8.095171318,24.612869,NA,23.41424344,1.087055572,1.121655531,2.391954405,0.063742916,0.372404352,28.45105622,1.079345194,0.423443367,1.544295162,0.859813267,3.90689699,0.220771025,0.194259109,32.8279736,3.993769479,0.675172112,0.921988006,0.342375814,2.635878305,0.343030566,NA,42.15521802,0.873959781,0.873959781,10.78994868,6.28,2.57
60,104,11-Apr-16,2016,14-Apr-16,4.14,4,9:34:00 AM,10,0,1,C3K 6152,0.009299893,0.274675966,0.073936884,14.34451933,0.479201332,8.347201296,23.5288347,NA,24.71734096,1.246088467,0.768090724,2.177034468,0.099979555,0.330926315,29.33946049,0.788344623,0.20010428,0.78762003,0.226494857,2.00256379,0.248549787,0.231883413,35.10670841,3.969960688,0.723532428,1.055068203,0.340693158,2.306425149,0.307243736,NA,44.29006497,0.839076046,0.839076046,22.11668122,9.83,2.33
108,149,7-May-16,2016,11-May-16,5.11,5,1:06:00 PM,20.5,0,1,C3K 6668,0.007455195,0.415472091,0.119671464,22.74262262,0.537258349,9.733716762,33.55619648,NA,29.1622847,1.018826695,1.507066013,1.738476543,0.045542211,0.269026142,33.7412223,3.562644631,0.889139931,2.651911161,0.234834585,7.338530308,0.07432531,0.123897427,19.27495932,1.495845096,0.398718414,0.465389863,0.136863349,2.890497552,0.211444726,NA,25.07194106,0.29210985,0.29210985,3.416479868,15.68,0
110,186,9-Apr-16,2016,12-May-16,5.12,4,12:51:00 PM,12.5,0,1,C3K 6134,0.010592365,0.259699948,0.100910778,19.84219011,0.387925334,7.425968909,28.02728744,NA,32.01508421,1.188502579,1.003654739,1.970988925,0.043716893,0.554167558,36.7761149,1.158752606,0.227728451,0.999576774,0.161906543,2.547964374,0.104368794,0.11411297,26.63219227,1.755634731,0.574089929,0.593398778,0.209705682,1.905818708,0.261507521,NA,32.15082938,0.49780389,0.49780389,12.61824133,15.37,0
58,135,9-Apr-16,2016,12-Apr-16,4.12,4,11:16:00 AM,10,0,1,C3K 7143,0.00607808,0.2891422,0.084971169,14.67130102,0.619263333,8.619012682,24.28976848,NA,24.28199225,0.981276237,0.788385037,2.362387812,0.087428585,0.364198579,28.8656685,0.91903432,0.155608291,0.845530389,0.180539319,2.100712319,0.214452585,0.209091011,34.79447327,3.935531548,0.757724481,0.96520075,0.371681425,2.294277923,0.326008722,NA,43.86844172,0.87540898,0.87540898,20.88265076,7.63,2.4
59,100,10-Apr-16,2016,13-Apr-16,4.13,4,9:53:00 AM,16.75,7,1,C3K 6601,0.010990973,0.305236199,0.078138189,16.55769189,0.498840454,7.614531403,25.06542911,NA,24.71911829,1.27706328,0.865644957,2.070250881,0.073668809,0.358629072,29.36437529,1.086558009,0.192742321,0.92150194,0.198284367,2.399086637,0.241704831,0.229119531,33.35310985,3.997359394,0.635195391,0.812952143,0.350584009,2.307611232,0.37890437,NA,42.30654075,0.864568208,0.864568208,17.63443641,9.13,1.47
62,138,10-Apr-16,2016,14-Apr-16,4.14,4,10:15:00 AM,8.5,0,1,C3K 6159,0.008701147,0.301125163,0.067656147,16.1583391,0.440802808,8.666839169,25.64346353,NA,25.27744266,1.328849481,1.01837616,2.023851407,0.080296993,0.314022365,30.04283907,0.893198159,0.261359531,0.856908609,0.163870968,2.175337267,0.230957418,0.17753798,32.57280253,3.961890391,0.670467414,0.841561121,0.400725789,2.14294203,0.355071014,NA,41.35395569,0.784404448,0.784404448,19.01036511,9.83,2.33
64,183,10-Apr-16,2016,14-Apr-16,4.14,4,10:42:00 AM,8.5,0,1,NA,0.009850984,0.481350149,0.104064673,25.73619276,0.484882103,7.54021791,34.35655858,NA,38.3896305,1.304398852,3.597893545,2.747131853,0.02021986,0.367738319,46.42701293,3.132187764,0.477884155,2.138989851,0.248432794,5.997494564,0.027499365,0.085441142,10.61007205,0.029840049,0,0.323783372,0.179538197,1.810942973,0.151816777,NA,13.21893393,0,0,2.204076016,9.83,2.33
74,152,12-Apr-16,2016,17-Apr-16,4.17,4,9:56:00 AM,8.75,0,1,C3K 7111,0.006988874,0.258976481,0.073922011,13.04859201,0.567260751,9.979012721,23.93475285,NA,22.3993158,0.930294348,0.514297995,2.075970906,0.082192405,0.340072796,26.34214425,0.509802586,0.229775896,1.013301414,0.254915905,2.007795801,0.243891643,0.204389094,35.66487947,4.766729146,0.905999745,1.150504878,0.468913551,2.881463137,0.400269105,NA,46.68703977,1.028267324,1.028267324,23.25288246,9.4,2.57
63,157,11-Apr-16,2016,14-Apr-16,4.14,4,10:30:00 AM,8.5,0,1,C3F 8932,0.012245204,0.350034557,0.083544248,16.37773048,0.459094301,8.46127605,25.74392484,NA,24.67730288,1.022734773,1.245357563,2.433787368,0.075407417,0.323602318,29.77819232,0.920132564,0.292289759,1.394401538,0.273807721,2.880631582,0.20169679,0.180530589,31.85171127,3.869679331,0.657052204,0.836229334,0.331775599,2.569214469,0.340173337,NA,40.83806292,0.759188338,0.759188338,14.176774,9.83,2.33
65,192,11-Apr-16,2016,14-Apr-16,4.14,4,11:08:00 AM,11,0,1,C3F 8946,0.006556803,0.320053715,0.121304904,21.22255046,0.521371947,8.240675804,30.43251363,NA,31.16600061,1.303502143,0.957019897,1.555651967,0.047041374,0.446231973,35.47544796,1.957478181,0.244192293,1.091864464,0.179340545,3.472875483,0.102998866,0.112761598,25.0265309,1.749344451,0.516609897,0.514686911,0.217926257,1.765773965,0.258099421,NA,30.26473227,0.354430654,0.354430654,8.714603335,9.83,2.33
66,130,12-Apr-16,2016,15-Apr-16,4.15,4,10:35:00 AM,7,0,1,C3K 7456,0.006558339,0.307690348,0.083370867,16.49399436,0.544241401,8.982506997,26.41836231,NA,24.53435121,1.052294019,0.72592095,2.405059616,0.065720601,0.278874835,29.06222123,0.874178943,0.161675888,1.030933425,0.272528755,2.339317011,0.224596237,0.170473658,32.32356701,3.644952782,0.798491285,0.850726328,0.346288164,2.620785397,0.486729038,NA,41.4666099,0.713489536,0.713489536,17.72594723,9.75,4.55
